"","rab.all","rab.win.BSH+ LETROZOLE","rab.win.BSH+ VEHICLE","rab.sample.51L","rab.sample.51N","rab.sample.52L","rab.sample.52N","rab.sample.53L","rab.sample.53N","rab.sample.54L","rab.sample.54N","rab.sample.55L","rab.sample.55N","rab.sample.56L","rab.sample.56N","rab.sample.57L","rab.sample.57N","rab.sample.58L","rab.sample.58N","rab.sample.59L","rab.sample.59N","rab.sample.60L","rab.sample.60N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"K00020",2.03017760309432,2.30897489644147,1.92789014384616,3.62262716619212,2.77787234842183,0.00439736582383965,1.72305011725585,1.66576656978066,1.54512322052221,2.39946916954842,-0.155013223348094,2.07188844738341,2.50117023097334,4.64096598400703,3.16066295126246,3.42810588763823,2.79613242399648,0.791983964590536,1.40671664192939,1.79441265788751,-0.253107146757381,0.902129507429198,3.21040118122217,-0.431133118378964,1.98613571243998,-0.189045008273177,-5.33393485010104,4.54221951263574,0.437500012917482,0.566636027997391,1,0.554032074736409,1
"K00024",4.33683155762978,4.22145722437992,4.37323799946835,4.6740141938338,3.0342230409263,4.03935133162997,4.30782090150479,4.37490337345468,4.4325467985393,3.5935123052152,6.47391853627163,5.74119205602931,4.41859961732036,4.08245246786011,5.07488131588768,4.30279209595017,2.21067541391852,5.75819802491986,5.31060908185261,3.04024961303838,2.87302442771829,6.31755660794721,3.93047225886409,0.205993241905353,1.80587506565524,0.116244381309998,-3.40412754740542,4.1715531943705,0.438377547792193,0.689087473386028,1,0.677013956921562,1
"K00027",4.70838820799419,4.57965766192343,4.70838820799419,5.80186977230686,6.06315834662925,5.88710323381809,1.48428084779821,4.86357822175927,5.88917369022766,4.58783065930029,2.93764850394278,2.61482529530718,0.573211478633561,3.48833256437387,3.587140733482,5.20673104737703,6.39078202912494,3.11627928258574,3.28025594491906,5.90750022527063,6.13597040106008,3.90261225673387,5.29115226683397,-0.352096322441592,2.54697862861083,-0.143205285692463,-7.8223707808665,4.87523527199129,0.416536678879364,0.475096830294747,1,0.463003992427851,1
"K00029",4.8873541819505,4.76499886235338,4.99009927307509,5.08105846405749,4.12705611821462,4.92391891710768,5.0366666853563,4.86200914348089,4.36569386565791,4.66555115721609,6.48401089560287,6.80851885933455,5.29604630131241,4.72456418366564,4.80521181671491,4.92989110344494,3.76505562391757,6.10918683427942,5.42404271407536,2.9110595748916,3.67905721399747,7.05453453253048,4.5724022572689,0.33168861649591,1.55442525634492,0.197437268795607,-3.33098015711235,6.65843059922881,0.37909518985085,0.443665924599316,1,0.433449725584014,1
"K00030",-2.02725129387615,-2.03182768973963,-2.02690264409769,-0.722345359365715,-0.193333861628316,-1.9410218155846,-4.17577002340602,-5.83968183714336,-0.217802951938994,-3.31754234888429,-2.54376315486606,-0.242023407989182,-3.45094925609206,-0.910338924987258,-1.13405431752318,-5.17776238083403,-1.71802865273671,-6.58164685607874,-4.02912838315731,-0.62724814885137,0.0970413454770185,-5.30359533714396,-2.08309989778895,0.258012612540565,3.71792841404892,0.0546353307399535,-3.82175787558935,4.93244096930168,0.473437505419445,0.618099899936451,1,0.732722567196735,1
"K00031",5.23131035512129,5.25258050843888,5.1662481293186,5.2881902791685,5.70134992017457,5.56619824881943,2.24486445488865,4.69176044265858,5.02905581409127,4.6319055919997,5.86590885290869,5.35074523601656,3.93687925504053,4.16189317597173,3.44384193159063,5.15718071184109,5.41160492879852,4.21398954342696,5.22773853050591,5.29292605385906,5.39587457042256,5.44979408148411,5.39387459424497,0.0570234994661813,1.13201981244561,0.0583302639107245,-6.47786740916006,6.46419608462294,0.464898603098226,0.853576473115465,1,0.850486080289679,1
"K00033",3.03370470962432,2.82839885220724,3.35519703881143,3.87891322477986,3.331947858847,4.25454159342989,1.84294160889991,2.68933107074724,2.18995945616213,3.01452686831645,5.06524851810438,5.48595815884165,3.36032907764774,2.79444726634942,1.82072714436888,2.97459564501,0.896026581105597,2.99069057775485,4.08240202891473,1.19033676229772,1.72757953591438,4.32454040374042,3.17465833588049,0.887840719255298,1.72047557462435,0.47106554118257,-1.89953261131398,6.05098226067163,0.301562547920031,0.106984584256947,1,0.14499808192968,1
"K00036",2.3973898584917,1.99335689285792,2.72542047000649,2.93603642931366,1.99282015289709,3.10492377573864,1.31666441946455,2.30402723329258,0.385074683208215,2.53695658165618,4.23372794751465,5.34653765880519,3.21923595327989,2.37236801408467,-0.784982166144298,2.28731800790919,1.60986953078185,3.01246740078327,3.90789742564325,1.36778648429511,0.706929106852357,4.29704772904918,1.28134537005104,0.693298944469261,2.18853276913821,0.296176529901635,-2.75994009943714,4.52062298433378,0.361934507692328,0.29795912019743,1,0.326057069865119,1
"K00040",-3.33497979891486,-4.30925699063625,-1.80380971360109,-5.11711160839896,-5.42101239392939,-1.994414853283,1.57004164081895,-2.0267420222981,-5.25841346405293,0.390433740985833,0.57567526164163,-4.97851345438183,1.15721274248345,-4.44036549171008,-4.21050386701806,-4.56212298999809,-3.55116476805285,0.168337368979641,-4.38894242753598,-5.04478975332928,-4.31884703223379,-5.13061253334525,-5.71488931682331,2.67236037117095,4.95742557831658,0.483223184399819,-2.94906415211704,5.54450366072988,0.276562556801513,0.236183541093352,1,0.179590666202992,1
"K00041",5.09188066366283,4.97989082628072,5.17512497538019,5.95134839490251,5.50673764711901,5.56965532204952,2.25526450494193,5.14635139740581,5.69403971278311,5.20718658840418,3.65732365573491,4.69608663216112,3.44063742600548,4.26369713946703,3.71052879528197,4.94934437190122,5.60206710449832,3.99455362222743,3.30785680467458,5.83087844745391,5.91483433949697,5.02258750698411,5.36593673313683,0.0191492697111677,1.59775874754324,0.0073333525311764,-4.43956277587788,4.53803893920445,0.496099844784822,0.873153287715381,1,0.949174519366083,1
"K00042",1.05778345213851,1.02056519603981,1.06233581052899,2.58837194834927,1.27496737065925,-0.815239284077842,1.24626657376819,0.601672710994826,0.552149035665195,1.62809755236694,-0.695897545849421,0.550448375352243,1.73103235993719,2.98352392844512,1.83967236163306,3.34200665455149,2.24319652312748,0.368697702174508,-0.0707289277731622,1.72977375274429,-1.04185964053493,-2.9570062276412,-1.49784356883354,-0.0810823014354867,2.41309439250311,-0.0462410292890441,-3.00601283512345,5.09241377239016,0.485937502863285,0.775726542967745,1,0.865837577670008,1
"K00046",5.50058398470914,5.40404414129685,5.83856558380759,6.12584504047615,5.20385227635232,5.84329148373182,5.1765980010442,5.96352124624475,6.27952466113676,4.99432193821585,7.05955019279971,5.83922185554925,4.70225571611035,4.56976304962893,6.19130152972603,5.54414471243925,5.1729981728719,6.08565616220849,5.31080846176667,4.86804999626851,5.25660247360358,6.53870869368109,5.43924848527284,0.20454395140033,0.989977994065097,0.209127219634237,-3.05781601507199,5.32462855448339,0.438377547792193,0.476776187584122,1,0.65791232761047,1
"K00048",2.32992706386759,2.51188044845056,2.0846137340633,2.25137428485342,0.637170530007491,0.938812172291474,1.34908068916283,0.129711389992238,1.90614396437594,2.60454954552415,3.55457447715152,4.57093148602291,2.81182462542945,2.65379964837918,1.9025110935279,2.35835239588114,0.7472467720722,3.6074050528512,3.49444261321485,1.24942434653309,0.980603378654854,4.83831268372753,3.86351463923799,-0.462455660679304,2.11358202299263,-0.212769224759321,-4.19036457803982,2.25250669943502,0.425897051248237,0.460085079199656,1,0.445877857146723,1
"K00052",5.10603437707405,5.06719916869854,5.25684671551693,5.80861546022738,5.87124066567992,5.84973695425533,2.28713514963585,4.83868253066182,5.73265980222273,4.79841338276885,5.5121344773728,5.0162955323618,3.18435214402544,3.30589541686679,3.6257547606679,4.92579966111872,6.25957656710807,4.23447844183603,5.16923790853186,5.90021185997272,6.00695880539162,4.94496662446816,5.48521870510759,-0.0668405076092471,1.58446800371014,-0.0349953256169269,-5.68547246297503,4.01862693374548,0.475000005099006,0.857355121101146,1,0.821911061075148,1
"K00053",5.88811379663974,6.04210949398498,5.66605251666498,5.87537505303199,6.57901275508589,6.45293670214872,3.12174172923839,5.14388992829106,6.32418506971159,5.17469173783326,5.9574190115772,5.38974817936893,3.67547344579574,5.92231252322411,6.60283141891616,6.1065552785986,6.69110806880548,3.75014374915202,5.10790532758034,6.25327403397919,6.62649383856211,5.0057747743581,5.80787466039589,-0.333133574555018,1.40365121489885,-0.224922204571477,-6.35379084415201,3.08583514311575,0.376562526743331,0.383852966722405,1,0.368514249875512,1
"K00054",-4.95069529945471,-4.76203937965145,-5.11183808274445,-4.81944711668845,-5.4574350235235,-5.78835568094076,-4.16272061639032,-4.89266591981023,-5.40726528326908,-5.81361320997188,-4.87259486069554,-5.39438383875022,-5.93601483039877,-4.19309210771091,-4.35416832723921,-4.79657799114074,-3.98393905910511,-6.48266477126874,-4.5581392051469,-4.23358619497902,-4.60415706540478,-4.91224531882022,-5.49077691965946,-0.476997995852541,4.19159053599599,-0.0947044624783148,-4.57803685837687,3.82341041367591,0.452418106462437,0.669111792058385,1,0.630168218488168,1
"K00055",-4.92031216754704,-5.02778041768238,-4.83548862689297,-5.12129956748911,-5.66887319147787,-4.99208589637922,-4.31084182053572,-5.53744857784094,-4.90386494008743,-5.74661864883081,-4.48990182758018,-1.57257501034588,-6.78307267265711,-4.61820865558837,-4.42496348778527,-4.99794892543426,-5.07811193620407,-6.03102422103358,-4.13137346891584,-4.96552974052814,-4.61860458335354,-5.14515907132717,-5.57679095357572,0.0599593083229752,4.29186471408041,0.0100760826402889,-3.57919725860367,4.69574374393553,0.489859596441259,0.696510518216591,1,0.739777903018035,1
"K00057",5.20755514830786,5.10113519515074,5.28451860013694,5.53176166419607,5.49072548655186,5.26060192222089,2.8129505855179,4.91671147638763,5.33308439962218,4.70417724866088,5.42359629624039,5.65050022651261,4.16045251949806,4.30301384726469,3.39729075997028,4.93894106200741,5.31735916205996,4.06315149431981,4.92999653622861,5.23371724886449,5.44312332603547,5.3716810962251,6.31304490896348,0.0976629146770858,1.16024902416172,0.0795760542819825,-5.0328916351336,5.1417968241085,0.443057734009453,0.958263411187765,1,0.709949795270519,1
